species,totalCount
Ardisia elliptica,32
Brotia costula,309
Merogomphus tamaracherriensis,120
Micrixalus herrei,346
Ochotona curzoniae,49
Xenostegia tridentata,515
Lymantria fuliginosa,35
Cyclosia panthona,113
Fulvetta vinipectus,129
Phyllanthus maderaspatensis,87
Spiraea cantoniensis,194
Anax guttatus,725
Ardea cinerea,8572
Balanites aegyptiaca,1026
Capparis sepiaria,334
Celtis tetrandra,234
Chiasmia ozararia,210
Cissampelos pareira,119
Cyana ridleyi,69
Dalbergia latifolia,1246
Elytraria acaulis,366
Eriocaulon tuberiferum,20
Kallima inachus,2576
Murdannia spirata,74
Naja naja,8263
Stachytarpheta jamaicensis,1366
Allium sativum,71
Asplenium nidus,235
Creon cleobis,320
Dendrocalamus strictus,110
Ecbolium ligustrinum,577
Herpetoreas platyceps,572
Lemuriana apicalis,166
Litsea coriacea,17
Lygropia distorta,84
Olidiana kirkaldyi,130
Pilocrocis milvinalis,144
Rhinolophus cognatus,16
Theretra suffusa,44
Bonnaya antipoda,149
Bruguiera gymnorhiza,57
Cnemaspis nairi,16
Ionolyce helicon,113
Dopatrium nudicaule,152
Melittia chalciformis,123
Nerium indicum,224
Onychothemis testacea,297
Allium cepa,197
Asclepias curassavica,2279
Buceros bicornis,2613
Capsicum chinense,9
Cuculus micropterus,227
Garcinia indica,603
Hemidactylus giganteus,3
Hypsiscopus plumbea,197
Oriolus xanthornus,5766
Passer montanus,212
Pithecellobium dulce,1925
Rhodothemis rufa,5823
Rhynchoglossum notonianum,117
Sousa chinensis,471
Strobocalyx arborea,666
Sunhangia elegans,54
Calliteara grotei,485
Dracaena roxburghiana,140
Euthalia franciae,108
Leucas lanata,248
Tramea virginia,121
Cynara cardunculus,52
Micrixalus fuscus,314
Torenia indica,70
Zanthoxylum asiaticum,240
Acronychia pedunculata,228
Alternanthera sessilis,2023
Blumea eriantha,27
Calocypha laidlawi,511
Chrysomma altirostre,187
Coprinus comatus,368
Crotalaria clarkei,52
Hypena longipennis,131
Musa balbisiana,206
Oriens gola,727
Ortygornis pondicerianus,4182
Papilio dravidarum,1533
Sterculia villosa,267
Strobilanthes auriculata,234
Ziziphus mauritiana,3162
Eulophia epidendraea,16
Koruthaialos sindu,133
Leucas marrubioides,118
Matapa cresta,423
Odontomantis planiceps,1370
Raorchestes agasthyaensis,82
Cyperus sesquiflorus,229
Kaempferia elegans,202
Minervarya pierrei,110
Trochalopteron erythrocephalum,171
Agriocnemis pieris,1237
Arisaema nepenthoides,47
Circaetus gallicus,1255
Crotalaria filipes,481
Leptocoma minima,766
Magnolia champaca,1139
Parapoynx fluctuosalis,554
Plectrurus guentheri,164
Pseudophilautus amboli,3294
Selepa celtis,122
Setaria italica,341
Suastus gremius,7675
Symphaedra nais,4984
Ceriscoides turgida,14
Gongylosoma scriptum,118
Oenanthe oenanthe,137
Passiflora caerulea,96
Ternstroemia gymnanthera,115
Amanita muscaria,401
Cymbidium iridioides,114
Delphinium ajacis,196
Cenchrus setaceus,146
Erebus caprimulgus,353
Rhinocypha unimaculata,144
Trotocraspeda divaricata,185
Ancistroides nigrita,765
Dicaeum agile,884
Erythrina suberosa,1148
Idaea macrospila,365
Moduza procris,9002
Olios lamarcki,456
Papilio demoleus,31029
Persicaria glabra,808
Rauvolfia tetraphylla,1168
Tapena thwaitesi,886
Trabala vishnou,953
Trischalis subaurana,410
Diospyros blancoi,261
Girardinia diversifolia,128
Petrochelidon fluvicola,441
Pindara illibata,398
Samia cynthia,180
Macroglossum mitchellii,77
Phalaropus lobatus,22
Anthropoides virgo,129
Euphorbia erythroclada,113
Glyphodes pyloalis,50
Kalanchoe bhidei,158
Lemna minor,8
Osteobrama vigorsii,99
Sidyma albifinis,98
Stichoneuron membranaceum,106
Abrus fruticulosus,389
Agrotera basinotata,180
Butastur teesa,1335
Cardiospermum halicacabum,1318
Chrysomya megacephala,984
Craspedocephalus malabaricus,8323
Felis catus,1228
Galerida cristata,359
Jatropha multifida,332
Leptocoma zeylonica,4298
Metopidius indicus,5021
Neopithecops zalmora,4638
Numenius phaeopus,683
Panthera tigris,4198
Polyura athamas,5826
Portulaca grandiflora,3168
Rosa macrophylla,170
Trichosanthes cucumerina,1083
Vanda coerulea,243
Cucurbita maxima,591
Cynodon dactylon,158
Leucosticte brandti,198
Melittia notabilis,47
Pheidole megacephala,186
Portia fimbriata,281
Rhinopoma microphyllum,275
Una usta,122
Eonycteris spelaea,161
Graptophyllum pictum,7
Heteropneustes fossilis,146
Ipomoea batatas,149
Clerodendrum glandulosum,6
Kaempferia galanga,334
Purana tigrina,143
Acrocarpus fraxinifolius,90
Aenhenrya rotundifolia,152
Allmania nodiflora,258
Anax immaculifrons,852
Anax parthenope,544
Antheraea mylitta,482
Duttaphrynus beddomii,417
Geranium procurrens,153
Grewia asiatica,1106
Hydrophis platurus,195
Lantana splendens,147
Lethe verma,1246
Macrochlamys indica,1129
Ochus subvittatus,1362
Parawixia dehaani,808
Pongamia pinnata,10032
Psilopogon malabaricus,955
Pterospermum rubiginosum,462
Rivina humilis,1358
Salvia leucantha,190
Thymus linearis,226
Cirrhochrista brizoalis,666
Ixobrychus minutus,156
Macrobrachium idella,160
Nothopegia travancorica,87
Eucalyptus grandis,211
Schima wallichii,95
Barleria noctiflora,45
Dalechampia indica,175
Endothenia banausopis,60
Sphenoclea zeylanica,171
Cyperus capitatus,141
Ficus carica,710
Ficus tsjakela,206
Halpe porus,975
Psidium guajava,6699
Rhinopalpa polynice,532
Tringa nebularia,1827
Tringa ochropus,1980
Aeginetia indica,584
Cispia punctifascia,169
Cydalima laticostalis,593
Diospyros paniculata,240
Erythrina stricta,378
Nyctibatrachus humayuni,259
Senegalia ferruginea,384
Xylocopa fenestrata,68
Agriocnemis femina,346
Elephantopus scaber,411
Elymnias congruens,145
Prunella strophiata,190
Chloris spinoides,69
Degonetus serratus,137
Ochotona ladacensis,11
Veronica persica,95
Acontia crocata,197
Amphiesma stolatum,3793
Costus pictus,108
Crassocephalum crepidioides,1918
Dremomys lokriah,289
Epipactis helleborine,55
Halpe homolea,297
Heptapleurum racemosum,217
Libythea lepita,429
Loriculus vernalis,1951
Nycticorax nycticorax,3504
Phoeniconaias minor,236
Polistes olivaceus,367
Psilopogon haemacephalus,2602
Troides helena,2032
Vanellus indicus,13888
Vanellus vanellus,246
Crepidium versicolor,364
Lethe drypetis,558
Macroptilium lathyroides,291
Sula dactylatra,43
Tetragonus catamitus,360
Acropteris striataria,163
Mustela altaica,331
Theretra clotho,53
Actinodaphne bourdillonii,191
Marumba indicus,182
Scutia myrtina,20
Tarsolepis fulgurifera,45
Calotropis procera,2860
Charaxes marmax,324
Chrysozephyrus syla,284
Comostola laesaria,317
Dillenia pentagyna,1510
Fagopyrum esculentum,62
Ficus microcarpa,542
Hasora taminatus,505
Hippasa agelenoides,30
Indosylvirana urbis,283
Luisia tenuifolia,81
Melastoma malabathricum,3187
Pandanus odorifer,459
Raorchestes indigo,471
Raorchestes nerostagona,838
Rivea hypocrateriformis,208
Tringa totanus,1181
Electrophaes niveonotata,0
Macaldenia palumba,172
Mussaenda philippica,354
Spirama indenta,123
Tetraponera nigra,187
Acosmeryx anceus,63
Ceropegia hirsuta,312
Lepidodactylus lugubris,252
Microporus xanthopus,452
Omphisa fuscidentalis,157
Platystemma violoides,24
Pterygoplichthys pardalis,72
Eretmochelys imbricata,155
Indothemis limbata,137
Agapetes serpens,110
Argyreia srinivasanii,40
Crotalaria paniculata,448
Dendrelaphis ashoki,352
Eulophia zollingeri,418
Eutropis carinata,4762
Heliophorus indicus,197
Ligustrum robustum,538
Mazus pumilus,134
Microgecko persicus,400
Microhierax caerulescens,886
Orthetrum luzonicum,4775
Peucetia viridana,1115
Syzygium nervosum,80
Thunbergia fragrans,1063
Tylorida striata,568
Calendula officinalis,587
Eriolaena quinquelocularis,101
Heptapleurum stellatum,369
Limnophila aquatica,158
Litsea wightiana,612
Macroglossum bombylans,81
Nephelomilta effracta,244
Syntypistis comatus,293
Thiania bhamoensis,1012
Dilipa morgiana,191
Leuenbergeria bleo,609
Naranga diffusa,182
Bastilla joviana,96
Eudocima discrepans,119
Gardneria ovata,94
Nodaria externalis,210
Abelmoschus crinitus,87
Acridotheres grandis,691
Byasa polyeuctes,879
Deccania pubescens,499
Eudocima materna,2404
Hemiphyllodactylus typus,309
Kydia calycina,1145
Lethe chandica,810
Lophopetalum wightianum,661
Lyriothemis acigastra,223
Oligodon cyclurus,187
Orthetrum glaucum,4517
Prosotas aluta,238
Tarucus extricatus,879
Uropeltis macrolepis,1972
Asparagus officinalis,7
Calliandra tergemina,89
Elkalyce argiades,333
Grapsus albolineatus,175
Mycalesis nicotia,25
Otomops wroughtoni,126
Pseudogobius melanostictus,186
Saussurea obvallata,135
Seicercus whistleri,356
Dendrocoptes auriceps,347
Strobilanthes wightiana,115
Chrysso scintillans,47
Artocarpus heterophyllus,8094
Barringtonia acutangula,1224
Butorides striata,1460
Charadrius dubius,2205
Crocodylus porosus,928
Eretmocera impactella,1203
Glinus lotoides,472
Indrella ampulla,2888
Metanastria hyrtaca,313
Ricinus communis,2927
Ypthima cantliei,144
Agrotis segetum,139
Coprinellus disseminatus,47
Orinoma damaris,169
Raorchestes ravii,189
Thermopsis barbata,96
Emberiza lathami,231
Leucophlebia lineata,192
Bidens biternata,192
Dichotomyctere fluviatilis,49
Justicia ekakusuma,131
Nomophila noctuella,171
Ventilago denticulata,77
Aglaia elaeagnoidea,156
Amorphophallus commutatus,169
Caprimulgus asiaticus,1154
Celastrina lavendularis,1323
Cyperus brevifolius,209
Dicrurus hottentottus,813
Dracaena trifasciata,1155
Euploea mulciber,1970
Ficedula hyperythra,267
Jasminum malabaricum,812
Justicia adhatoda,1726
Lamprophaia ablactalis,334
Mantis religiosa,735
Minervarya kudremukhensis,360
Phalera grotei,8
Raorchestes akroparallagi,2348
Rhodometra sacraria,221
Scoparia dulcis,1085
Tramea limbata,3132
Zeltus amasa,4412
Comostola cedilla,88
Gyps tenuirostris,148
Rosa damascena,126
Solenopsis geminata,325
Tragia sanjappae,102
Alcippe poioicephala,371
Macrogomphus wynaadicus,30
Nymphaea tetragona,149
Rhynchosia aurea,187
Sphragifera rejecta,52
Zea mays,286
Dendrobium ochreatum,63
Oxyspora paniculata,176
Parambassis ranga,96
Smilax zeylanica,235
