species,decimalLatitude,decimalLongitude,individualCount
Episyrphus balteatus,22.558687,88.291122,198
Epithema carnosum,11.835275,75.839096,144
Epithemis mariae,10.323659,76.951271,194
Epophthalmia vittata,9.925201,78.119775,157
Equisetum arvense,29.382276,79.519594,136
Equus caballus,27.5793,95.3304,165
Equus hemionus,23.4618,71.287399,194
Equus khur,23.461821,71.287421,153
Eragrostiella bifaria,11.560762,76.718903,16
Eragrostis cilianensis,16.62306,73.336327,209
Eragrostis unioloides,9.481701,76.387558,122
Eranthemum capense,12.873392,75.646362,146
Eranthemum pulchellum,26.655094,90.262001,68
Eranthemum roseum,19.155121,72.88562,201
Ercheia cyllaria,23.92477,91.846466,192
Erebus caprimulgus,25.143525,94.283342,181
Erebus ephesperis,12.676396,75.072066,211
Erebus hieroglyphica,14.354177,75.798646,206
Erebus macrops,10.2,77.5,211
Eremopterix griseus,12.684012,80.217552,211
Eressa confinis,25.612099,91.897713,118
Eressa multigutta,27.204563,92.479477,186
Eretmocera impactella,14.332533,75.73912,209
Eretmochelys imbricata,19.406212,85.115891,155
Eria vittata,25.143524,94.28334,191
Ericeia inangulata,8.088306,77.538452,36
Ericeia pertendens,12.818141,77.566452,115
Erigeron karvinskianus,25.652342,94.022995,84
Erinocarpus nimmonii,17.43,73.650002,189
Eriocaulon heterolepis,18.495237,73.400261,187
Eriocaulon tuberiferum,17.724979,73.834755,20
Eriolaena quinquelocularis,15.272014,75.690109,101
Erionota thrax,14.464409,75.921758,173
Erionota torus,24.352674,92.344815,209
Eriophyton tibeticum,32.239632,77.188713,124
Eriovixia gryffindori,12.227628,76.612389,202
Eriovixia laglaizei,12.131809,75.155151,202
Eristalinus arvorum,25.2196,75.8322,130
Eristalinus quinquelineatus,25.1862,75.8562,73
Erthesina acuminata,19.22542,72.947533,39
Eryngium foetidum,27.01049,94.336472,160
Erythrina bidwillii,13.008154,77.653946,203
Erythrina crista-galli,30.316494,78.032188,2
Erythrina stricta,10.877624,78.383354,135
Erythrina suberosa,24.965924,75.674401,203
Erythrina variegata,17.495848,77.941025,189
Erythroxylum monogynum,12.950251,77.582863,194
Erythroxylum moonii,11.831297,75.842682,206
Erythroxylum obtusifolium,8.504928,77.466446,11
Eryx conicus,12.885525,80.107666,201
Eryx johnii,27.798578,74.446709,190
Eryx whitakeri,15.39719,74.338219,150
Esacus recurvirostris,26.027479,76.455574,70
Esme longistyla,9.613835,76.826515,168
Eterusia aedea,9.440478,77.160347,188
Ethope himachala,27.782575,96.347659,122
Etiella zinckenella,26.762297,89.583947,35
Etroplus maculatus,9.470781,76.363426,169
Etroplus suratensis,10.031864,76.26001,169
Eublemma anachoresis,20.486317,72.872223,190
Eublemma baccalix,22.467445,78.434586,178
Eublemma cochylioides,25.612099,91.897713,158
Eublemma dimidialis,30.129789,79.384567,140
Eublepharis fuscus,18.396765,74.126198,209
Eublepharis macularius,31.572838,76.212791,3
Eublepharis satpuraensis,23.838099,79.442177,79
Eucalyptus camaldulensis,25.2128,75.8256,194
Eucalyptus deglupta,23.640378,88.129937,52
Eucalyptus globulus,19.8493,85.9291,183
Eucalyptus grandis,11.637592,76.525701,211
Eucalyptus tereticornis,12.93014,77.58773,175
Euchromia polymena,11.958031,76.249641,205
Euchromius ocellea,30.32062,76.395126,76
Euchrysops cnejus,17.195,75.912222,211
Eudocima cajeta,8.552222,76.975278,2
Eudocima cocalus,27.472834,94.911964,109
Eudocima discrepans,22.58,88.239998,119
Eudocima homaena,8.088306,77.538452,204
Eudocima hypermnestra,12.97222,77.644127,196
Eudocima materna,10.865388,76.185936,204
Eudocima phalonia,25.578773,91.893254,193
Eudocima salaminia,26.115792,91.708593,193
Eudynamys scolopaceus,12.303889,76.654442,210
Eugenia codyensis,12.103781,75.815277,86
Eugenia macrosepala,13.502664,75.090317,121
Eugenia singampattiana,8.504928,77.466445,72
Eugenia uniflora,8.549304,76.977264,91
Eugenia wynaadensis,11.835634,75.8563,179
Eulophia cernua,11.916494,75.731163,171
Eulophia epidendraea,8.504928,77.466446,16
Eulophia herbacea,19.45636,72.792458,88
Eulophia ochreata,19.450569,72.767601,75
Eulophia recurva,20.2476,80.3396,200
Eulophia zollingeri,11.835275,75.839096,210
Eumelea ludovicata,8.088306,77.538452,155
Eumorphus quadriguttatus,25.596906,91.887812,15
Eumyias albicaudatus,11.355652,76.800591,201
Eumyias thalassinus,27.235399,95.454025,209
Euodice malabarica,18.264633,74.776093,211
Euonymus crenulatus,8.483917,77.490349,192
Euonymus grandiflorus,12.103781,75.815277,14
Euonymus indicus,14.503247,74.726212,184
Eupanacra busiris,24.479795,92.28598,105
Eupanacra mydon,25.578773,91.893254,49
Euphaea cardinalis,8.674646,77.163261,210
Euphaea dispar,8.452554,76.974388,198
Euphaea fraseri,13.2408,75.3291,202
Euphaea ochracea,25.143525,94.283342,211
Euphlyctis aloysii,13.502664,75.090317,105
Euphlyctis cyanophlyctis,12.816384,76.929646,211
Euphlyctis hexadactylus,26.909403,80.987411,198
Euphlyctis karaavali,8.516554,76.949633,134
Euphlyctis mudigere,13.301619,74.764427,154
Euphorbia antiquorum,17.43306,73.495926,150
Euphorbia caducifolia,26.787912,70.692215,136
Euphorbia deccanensis,12.032208,75.256348,35
Euphorbia erythroclada,19.487846,73.586649,113
Euphorbia heterophylla,10.307011,76.334059,190
Euphorbia hirta,12.044741,78.149317,205
Euphorbia hypericifolia,18.66951,73.406846,103
Euphorbia katrajensis,18.366277,73.755878,162
Euphorbia leucocephala,12.936456,77.680908,63
Euphorbia milii,13.005697,77.660771,204
Euphorbia neriifolia,16.751684,73.326187,122
Euphorbia nivulia,20.334225,79.297417,197
Euphorbia pilosa,30.48974,79.291626,154
Euphorbia prostrata,12.916516,79.1325,7
Euphorbia pulcherrima,24.684999,92.564445,192
Euphorbia rothiana,11.400726,76.735817,158
Euphorbia royleana,25.133112,93.018822,200
Euphorbia serpens,25.185,75.8251,205
Euphorbia splendens,16.4983,80.6451,168
Euphorbia thymifolia,10.790483,78.704674,102
Euphorbia tirucalli,9.498067,76.338852,204
Euphorbia tithymaloides,20.2002,85.4471,159
Euphorbia trigona,13.192657,75.331154,121
Euphorbia umbellata,12.880662,77.557579,187
Euphrasia officinalis,30.772616,79.495346,1
Euploea core,22.739138,88.435072,211
Euploea klugii,11.746128,78.170257,200
Euploea midamus,27.395147,95.630023,189
Euploea mulciber,24.571474,92.44088,195
Euploea radamanthus,25.563116,93.531929,180
Euploea sylvester,11.687405,78.180668,182
Eupterote bifasciata,26.348009,92.683811,170
Eupterote mollifera,13.3741,77.1404,196
Eupterote undata,22.34601,87.231975,184
Eurema andersoni,11.664325,78.146014,165
Eurema blanda,11.6858,78.1758,211
Eurema brigitta,24.821301,73.093394,207
Eurema hecabe,11.6859,78.1759,210
Eurema laeta,30.659445,78.378609,210
Euripus nyctelius,26.694062,90.30604,170
Euroscaptor micrura,25.143525,94.283342,169
Eurrhyparodes bracteolalis,24.43202,92.330688,211
Eurrhyparodes tricoloralis,26.335686,89.445854,166
Eurybrachys tomentosa,11.913692,77.140526,202
Euryops chrysanthemoides,11.406414,76.693245,118
Eurystomus orientalis,10.103771,76.702766,184
Eustrotia marginata,19.16128,72.850998,87
Eutectona machoeralis,13.038613,77.536896,119
Euthalia aconthea,14.607841,74.84736,210
Euthalia alpheda,27.445472,96.535809,99
Euthalia anosia,27.256413,95.599275,129
Euthalia durga,25.143524,94.28334,53
Euthalia franciae,28.821966,95.921112,108
Euthalia kesava,27.445472,96.535809,45
Euthalia lubentina,27.702428,95.733931,210
Euthalia monina,24.43202,92.330688,201
Euthalia nais,24.590456,79.941658,211
Euthalia nara,28.820011,95.919228,62
Euthalia patala,30.049683,79.905273,130
Euthalia phemius,26.09339,91.749112,147
Euthalia sahadeva,27.319772,88.240033,205
Euthalia telchinia,27.239799,88.427643,196
Euthynnus affinis,12.850571,74.594099,152
Eutropis allapallensis,22.467445,78.434586,100
Eutropis andamanensis,11.616203,92.620537,209
Eutropis beddomei,13.589597,77.20681,199
Eutropis bibronii,11.218896,78.167358,120
Eutropis carinata,9.91863,76.781311,211
Eutropis dissimilis,30.284391,77.974297,159
Eutropis macularia,8.709838,77.129105,200
Eutropis multifasciata,26.659423,91.001131,178
Eutropis rugifera,7.004388,93.882126,19
Eutropis trivittata,18.52043,73.856744,7
Eutropis tytleri,13.2129,92.9691,152
Everes lacturnus,21.930123,86.57165,171
Evolvulus alsinoides,11.985508,79.789154,156
Evolvulus nummularius,12.869208,77.677803,211
Exacum pumilum,18.540813,73.453217,169
Exacum tetragonum,25.143525,94.283342,101
Excoecaria agallocha,14.571424,74.669319,198
Excoecaria cochinchinensis,10.870279,75.934465,188
Excoecaria oppositifolia,11.437258,76.874374,38
Eyprepocnemis alacris,23.520445,87.31192,20
Fabriciana kamala,30.706166,79.595901,116
Fagopyrum esculentum,25.081604,94.239059,62
Falco amurensis,8.453915,76.973293,211
Falco cherrug,22.820948,72.05719,45
Falco chicquera,11.664325,78.146014,144
Falco columbarius,23.461821,71.287421,186
Falco jugger,27.792883,74.440913,80
Falco naumanni,12.675826,75.0177,96
Falco peregrinus,26.932489,92.877663,171
Falco subbuteo,31.634529,77.349846,171
Falco tinnunculus,17.721869,73.853508,190
Falconeria insignis,30.459909,78.066399,134
Fascellina plagiata,30.634033,79.547348,197
Faunis canens,24.352674,92.344815,76
Fejervarya moodiei,22.165227,88.807898,141
Felis catus,9.498067,76.338852,203
Felis chaus,29.585122,78.86353,202
Ferania sieboldii,29.372053,78.040237,181
Fernandoa adenophylla,28.4043,77.2538,205
Ficedula albicilla,15.284267,74.530212,209
Ficedula hyperythra,24.363462,92.339699,193
Ficedula nigrorufa,11.435278,76.876389,144
Ficedula parva,13.366667,77.683334,206
Ficedula strophiata,24.352674,92.344818,183
Ficedula subrubra,11.410204,76.695032,192
Ficedula superciliaris,18.395632,73.390259,56
Ficedula tricolor,29.344309,79.529434,86
Ficedula westermanni,30.550552,79.565964,189
Ficus altissima,10.808503,75.966384,88
Ficus amplissima,22.947044,79.374718,129
Ficus arnottiana,15.849695,74.497673,210
Ficus auriculata,12.80566,77.582001,151
Ficus beddomei,11.098004,76.747002,152
Ficus benghalensis,14.5025,74.359497,210
Ficus benjamina,11.94026,79.816154,207
Ficus callosa,8.4875,76.952499,203
Ficus carica,11.925743,79.82782,176
Ficus drupacea,8.960834,77.068054,135
Ficus elastica,19.3237,84.8058,185
Ficus exasperata,18.393297,73.386955,203
Ficus hispida,15.479417,73.928635,201
Ficus krishnae,12.951353,77.587906,207
Ficus microcarpa,8.504928,77.466446,198
Ficus mollis,22.103455,83.995972,171
Ficus neriifolia,8.508889,76.950554,97
Ficus palmata,28.013796,73.292877,121
Ficus pumila,8.959723,77.061943,201
Ficus racemosa,13.109191,77.60199,207
Ficus religiosa,19.7881,85.2242,211
Ficus rumphii,18.388086,73.388329,17
Ficus semicordata,30.570501,78.004555,146
Ficus superba,10.35832,77.015297,128
Ficus talbotii,11.098004,76.747002,84
Ficus tinctoria,10.807885,75.961815,185
Ficus tsjakela,9.377254,76.35778,103
Ficus virens,23.200277,86.126732,197
Filicium decipiens,12.93014,77.58773,196
Filodes fulvidorsalis,12.140662,76.059937,193
Fimbristylis dipsacea,10.475245,77.154266,53
Fimbristylis ferruginea,11.623917,79.727097,19
Fimbristylis quinquangularis,13.3727,77.1399,60
Firmiana colorata,12.56093,77.377739,192
Flacourtia indica,27.0672,95.0894,142
Flacourtia inermis,8.72786,76.938736,155
Flacourtia jangomas,9.498708,76.329086,196
Flacourtia latifolia,18.49387,73.510246,106
Flacourtia montana,14.860348,74.757843,158
Flavoparmelia caperata,25.143525,94.283342,152
Flemingia macrophylla,14.949772,74.585037,84
Flemingia strobilifera,10.00672,76.71032,205
Flemingia tuberosa,19.221035,72.906792,192
Flos apidanus,24.352674,92.344815,132
Floscopa scandens,9.412468,76.877525,124
Flueggea leucopyrus,13.068609,77.578122,151
Flueggea virosa,12.028807,79.847679,184
Fodina oriolus,24.43202,92.330688,94
Fowlea piscator,19.382467,72.771774,209
Fowlea schnurrenbergeri,26.255432,88.200941,150
Fowlea tytleri,11.615504,92.619255,207
Fragaria nubicola,28.142878,95.843147,131
Fragaria vesca,25.197323,93.017654,205
Francolinus francolinus,28.635344,75.382024,201
Freyeria putli,23.59333,87.214438,210
Freyeria trochylus,11.560363,76.161545,208
Fritillaria cirrhosa,27.895832,88.534439,24
Fuchsia boliviana,11.418875,76.711388,47
Fulica atra,12.303066,76.673393,197
Fulvetta vinipectus,27.026297,88.863495,129
Fumaria parviflora,11.410204,76.695032,73
Funambulus palmarum,12.977929,77.595155,190
Funambulus pennantii,24.607849,73.624878,160
Funambulus sublineatus,10.125202,77.053383,190
Funambulus tristriatus,8.975063,77.149445,198
Funaria hygrometrica,8.534227,76.955132,210
Furcraea foetida,12.465651,77.795653,137
Gaeana maculata,25.143525,94.283342,10
Gagata cenia,26.402897,90.274918,151
Gagea lasiantha,30.70386,79.607609,89
Gaillardia pulchella,22.68116,88.352077,53
Galactia striata,12.867438,79.089928,210
Galerida cristata,22.032593,72.06459,191
Galerida deva,17.366121,78.302391,207
Galerida malabarica,12.967263,74.847125,193
Galinsoga parviflora,11.775251,78.209259,197
Galleria mellonella,13.2964,77.1625,31
Gallicrex cinerea,19.457694,72.805744,189
Gallinago gallinago,18.277737,74.787445,190
Gallinago stenura,11.664325,78.146014,195
Gallinula chloropus,17.333817,78.398033,189
Gallirallus striatus,16.81818,82.273521,121
Galloperdix lunulata,15.271435,76.483559,190
Galloperdix spadicea,18.475911,73.459242,175
Gallus gallus,26.577532,93.17112,211
Gallus sonneratii,21.24807,79.986404,195
Galphimia gracilis,8.487494,76.948624,206
Gambusia affinis,28.4101,77.2353,104
Gametis versicolor,19.8168,85.86,139
Gandaca harina,27.445472,96.535809,204
Gangara thyrsis,12.794527,77.706786,210
Ganoderma applanatum,30.687267,77.087744,57
Ganoderma lucidum,16.498605,80.644782,104
Ganoderma resinaceum,16.498605,80.644782,197
Garcinia celebica,8.6119,76.8336,192
Garcinia cowa,25.847216,92.574287,103
Garcinia gummi-gutta,10.8008,75.9522,211
Garcinia imbertii,8.506329,76.890045,148
Garcinia indica,15.39719,74.338219,203
Garcinia mangostana,8.895816,76.578146,158
Garcinia morella,8.567442,77.203674,206
Garcinia pedunculata,26.985,94.2936,200
Garcinia pushpangadaniana,10.357455,76.883507,33
Garcinia spicata,11.927905,79.823395,105
Garcinia talbotii,12.563108,75.6558,113
Garcinia travancorica,8.567442,77.203674,67
Garcinia xanthochymus,27.088426,95.065074,159
Gardenia gummifera,12.721851,77.569107,150
Gardenia jasminoides,18.787043,73.346275,205
Gardenia latifolia,13.701118,75.638641,204
Gardenia resinifera,10.130441,78.052711,108
Gardneria ovata,11.305856,76.614532,94
Garra stenorhynchus,13.502664,75.090317,46
Garrulax albogularis,29.344309,79.529432,197
Garrulax leucolophus,29.344309,79.529434,161
Garrulax monileger,26.895134,88.263152,105
Garrulax ocellatus,27.251848,88.777504,137
Garrulax pectoralis,24.600548,92.381363,145
Garrulax ruficollis,24.607288,92.383438,156
Garrulus glandarius,29.423611,79.426941,91
Garrulus lanceolatus,29.488571,79.759614,152
Garuga pinnata,12.94836,77.585663,165
Gasteracantha dalyi,12.151654,75.72245,90
Gasteracantha geminata,12.720128,77.568825,200
Gasteracantha kuhli,22.988771,87.010568,187
Gastrochilus acaulis,13.084163,75.688282,79
Gastropacha pardale,10.265503,77.545105,208
Gaultheria fragrantissima,11.305856,76.614532,113
Gaurena florens,28.462837,94.830143,146
Gaurena florescens,27.201511,92.47673,161
Gavialis gangeticus,26.759613,78.616684,195
Gazania linearis,31.352576,75.630992,74
Gazella bennettii,21.07,79.269997,190
Gazella gazella,22.73427,77.432121,115
Gegeneophis danieli,15.96302,73.99485,202
Gehyra mutilata,9.994725,76.337679,201
Geissaspis cristata,9.686181,76.905228,174
Gekko gecko,26.746521,94.202583,211
Gekko nicobarensis,7.998806,93.397636,126
Gekko smithii,7.186975,93.734764,185
Gekko verreauxi,11.615504,92.619255,168
Gelochelidon nilotica,15.614233,73.735542,162
Genianthus micranthus,11.835275,75.839096,143
Gentiana kurroo,25.081604,94.239059,174
Gentiana ornata,25.143525,94.283342,78
Gentiana quadrifaria,11.410204,76.695032,159
Geochelone elegans,26.200604,92.937574,208
Geoclemys hamiltonii,26.556815,92.327902,210
Geokichla citrina,12.7549,75.4333,209
Geophila repens,14.004197,75.13105,139
Geranium procurrens,27.410999,92.273003,153
Geranium wallichianum,30.728041,79.605301,0
Gerarda prevostiana,22.0923,88.7639,139
Gerbera jamesonii,8.534227,76.955132,53
Gerosis phisara,26.662599,94.35361,62
Gerres erythrourus,12.087948,75.179344,8
Gerres setifer,9.674876,76.392487,117
Gesonia obeditalis,22.977714,88.438211,61
Getonia floribunda,16.753624,73.315407,165
Ghatixalus asterops,10.0597,77.0369,85
Ghatixalus magnus,10.088933,77.059525,102
Ghatixalus variabilis,11.497915,76.629719,177
Gibelion catla,26.980512,94.338532,160
Ginkgo biloba,31.914882,77.116875,193
Girardinia diversifolia,18.698286,73.390045,127
Givotia moluccana,12.597122,78.8878,137
Glareola lactea,15.130252,76.224012,210
Glareola maldivarum,15.130252,76.224012,180
Glaucidium brodiei,28.205923,95.810966,208
Glaucidium cuculoides,23.833234,92.626371,203
Glaucidium radiatum,14.964312,74.712074,207
Glaucocharis tripunctata,27.341198,88.609856,14
Gleditsia assamica,24.81741,93.93708,110
Glinus lotoides,22.7519,77.7236,177
Glinus oppositifolius,13.117596,80.172859,205
Gliricidia sepium,14.058445,75.093239,211
Globba andersonii,8.851319,77.041199,179
Globba marantina,13.88729,75.387856,165
Globba sessiliflora,11.842961,75.665031,49
Glochidion zeylanicum,9.661103,76.300331,62
Gloriosa superba,11.547579,78.281783,211
Glossocardia bidens,12.897782,79.205635,54
Glossocardia bosvallia,13.070126,77.244827,189
Glossogobius giuris,24.434932,92.33008,204
Gloxinia perennis,11.840997,75.919907,136
Gloydius himalayanus,30.456211,78.103491,180
Gluta travancorica,8.504928,77.466446,173
Glycine max,25.3458,76.0116,188
Glycosmis macrocarpa,12.571486,75.66301,93
Glycosmis mauritiana,11.916494,75.731163,182
Glycosmis pentaphylla,11.916494,75.731163,203
Glycythyma chrysorycta,8.549304,76.977264,72
Glyphodes bicolor,8.549448,76.973816,187
Glyphodes bivitralis,18.540813,73.453217,192
Glyphodes caesalis,25.608294,91.898911,209
Glyphodes onychinalis,14.352042,75.740433,169
Glyphodes pyloalis,25.549652,93.520561,50
Glyphodes stolalis,25.817818,94.9757,178
Gmelina arborea,16.753624,73.315407,208
Gmelina asiatica,12.916516,79.1325,173
Gmelina philippensis,19.151182,72.999634,54
Gnetum edule,11.397342,75.791923,62
Gnidia glauca,12.662804,75.687134,207
Golunda ellioti,27.156919,77.523651,208
Gomalia elma,11.323038,79.243353,192
Gomphandra coriacea,10.357455,76.883507,153
Gomphandra tetrandra,14.860348,74.757843,159
Gomphidia kodaguensis,10.290799,76.515583,11
Gomphidia leonorae,23.520444,87.311923,122
Gomphocarpus physocarpus,11.775251,78.209259,191
Gomphrena celosioides,12.225285,79.074699,202
Gomphrena globosa,24.830315,92.810471,210
Gomphrena serrata,9.322183,76.383987,189
Gonepteryx rhamni,29.422326,79.51256,180
Gongylosoma scriptum,23.19598,92.585449,118
Gongylus gongylodes,12.118338,77.778107,204
Goniothalamus cardiopetalus,14.6195,74.835403,199
Goniothalamus rhynchantherus,8.56201,77.220154,109
Goniothalamus wightii,9.42654,77.171234,69
Goniothalamus wynaadensis,11.835634,75.8563,202
